FECHA / ESTADO,Vuelo,A,SALIDA PROGRAMADA,PARTIDA,LLEGADO,DURACIÓN,Origen,ICAO
"lun, 29. dic 2025  29 dic 09:05 CET  Aterrizado",IB1692 IBS1692  Iberia IB/IBE,Madrid (MAD / LEMD),29 dic 09:05 CET  29 dic 08:05 UTC,29 dic 09:34 CET  29 min tarde,29 dic 10:30 CET  10 min tarde,56m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 09:15 CET  Aterrizado",FR3029 RYR4NW  Ryanair FR/RYR,Barcelona (BCN / LEBL),29 dic 09:15 CET  29 dic 08:15 UTC,29 dic 09:40 CET  25 min tarde,29 dic 10:23 CET  3 min tarde,42m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 09:40 CET  Aterrizado",IB2517 ANE20WZ  Iberia IB/IBE,Palma de Mallorca (PMI / LEPA),29 dic 09:40 CET  29 dic 08:40 UTC,29 dic 09:40 CET  a tiempo,29 dic 10:13 CET  16 min temprano,33m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 09:45 CET  Aterrizado",FR8147 RYR8147  Ryanair FR/RYR,Malaga (AGP / LEMG),29 dic 09:45 CET  29 dic 08:45 UTC,29 dic 10:04 CET  19 min tarde,29 dic 11:09 CET  4 min tarde,1h 4m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 10:45 CET  Aterrizado",HV5676 TRA78T  Transavia HV/TRA,Amsterdam (AMS / EHAM),29 dic 10:45 CET  29 dic 09:45 UTC,29 dic 12:09 CET  1 h 24 min tarde,29 dic 14:11 CET  46 min tarde,2h 2m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 11:55 CET  Aterrizado",VY3513 VLG8QN  Vueling VY/VLG,Barcelona (BCN / LEBL),29 dic 11:55 CET  29 dic 10:55 UTC,29 dic 12:48 CET  53 min tarde,29 dic 13:29 CET  39 min tarde,40m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 12:50 CET  Aterrizado",IB2451 ANE15AA  Iberia IB/IBE,Alicante (ALC / LEAL),29 dic 12:50 CET  29 dic 11:50 UTC,29 dic 12:54 CET  4 min tarde,29 dic 13:40 CET  14 min temprano,45m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 13:20 CET  Aterrizado",BA8462 British Airways BA/BAW,London (LCY / EGLC),29 dic 13:20 CET  29 dic 12:20 UTC,29 dic 13:28 CET  8 min tarde,29 dic 14:55 GMT  planificado,2h 35m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 13:30 CET  Aterrizado",IB1696 IBS16RE  Iberia IB/IBE,Madrid (MAD / LEMD),29 dic 13:30 CET  29 dic 12:30 UTC,29 dic 13:41 CET  11 min tarde,29 dic 14:32 CET  12 min temprano,51m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 13:55 CET  Aterrizado",VY3505 VLG2QU  Vueling VY/VLG,Barcelona (BCN / LEBL),29 dic 13:55 CET  29 dic 12:55 UTC,29 dic 14:08 CET  13 min tarde,29 dic 14:41 CET  8 min temprano,33m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 13:55 CET  Aterrizado",IB2531 ANE2531  Iberia IB/IBE,Palma de Mallorca (PMI / LEPA),29 dic 13:55 CET  29 dic 12:55 UTC,29 dic 12:45 CET  1 h 9 min temprano,29 dic 14:34 CET  10 min temprano,1h 48m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 14:15 CET  Aterrizado",FR3130 RYR313Y  Ryanair FR/RYR,Barcelona (BCN / LEBL),29 dic 14:15 CET  29 dic 13:15 UTC,29 dic 14:27 CET  12 min tarde,29 dic 15:07 CET  12 min temprano,39m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 15:00 CET  Aterrizado",UX6024 AEA42VP  Air Europa UX/AEA,Madrid (MAD / LEMD),29 dic 15:00 CET  29 dic 14:00 UTC,29 dic 15:29 CET  29 min tarde,29 dic 16:13 CET  1 min temprano,44m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 15:25 CET  Aterrizado",VY3507 VLG5QH  Vueling VY/VLG,Barcelona (BCN / LEBL),29 dic 15:25 CET  29 dic 14:25 UTC,29 dic 16:24 CET  59 min tarde,29 dic 16:58 CET  38 min tarde,34m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 15:50 CET  Aterrizado",IB2519 ANE50UC  Iberia IB/IBE,Palma de Mallorca (PMI / LEPA),29 dic 15:50 CET  29 dic 14:50 UTC,29 dic 15:55 CET  5 min tarde,29 dic 20:26 CET  3 h 46 min tarde,4h 30m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 16:30 CET  Aterrizado",VY3515 VLG5VE  Vueling VY/VLG,Barcelona (BCN / LEBL),29 dic 16:30 CET  29 dic 15:30 UTC,29 dic 16:44 CET  14 min tarde,29 dic 17:23 CET  1 min temprano,39m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 17:00 CET  Aterrizado",EW9501 EWG27TW  Eurowings EW/EWG,Dusseldorf (DUS / EDDL),29 dic 17:00 CET  29 dic 16:00 UTC,29 dic 17:14 CET  14 min tarde,29 dic 19:21 CET  8 min temprano,2h 6m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 17:15 CET  Aterrizado",VY3509 VLG28U  Vueling VY/VLG,Barcelona (BCN / LEBL),29 dic 17:15 CET  29 dic 16:15 UTC,29 dic 17:43 CET  28 min tarde,29 dic 18:23 CET  13 min tarde,39m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 17:15 CET  Aterrizado",FR616 RYR27GM  Ryanair FR/RYR,Valencia (VLC / LEVC),29 dic 17:15 CET  29 dic 16:15 UTC,29 dic 16:00 CET  1 h 14 min temprano,29 dic 17:39 CET  20 min temprano,1h 39m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 18:05 CET  Aterrizado",IB2521 ANE44PH  Iberia IB/IBE,Palma de Mallorca (PMI / LEPA),29 dic 18:05 CET  29 dic 17:05 UTC,29 dic 18:04 CET  a tiempo,29 dic 18:35 CET  19 min temprano,30m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 19:25 CET  Aterrizado",WT104 SWT104  Swiftair WT/SWT,Palma de Mallorca (PMI / LEPA),29 dic 19:25 CET  29 dic 18:25 UTC,29 dic 20:23 CET  58 min tarde,29 dic 23:38 CET  3 h 33 min tarde,3h 15m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 19:40 CET  Aterrizado",IB2525 ANE12DM  Iberia IB/IBE,Palma de Mallorca (PMI / LEPA),29 dic 19:40 CET  29 dic 18:40 UTC,29 dic 19:37 CET  2 min temprano,29 dic 20:13 CET  16 min temprano,35m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 20:10 CET  Aterrizado",VY3511 VLG3JZ  Vueling VY/VLG,Barcelona (BCN / LEBL),29 dic 20:10 CET  29 dic 19:10 UTC,29 dic 20:14 CET  4 min tarde,29 dic 20:55 CET  9 min temprano,41m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 20:25 CET  Aterrizado",FR3175 RYR3175  Ryanair FR/RYR,Barcelona (BCN / LEBL),29 dic 20:25 CET  29 dic 19:25 UTC,29 dic 20:40 CET  15 min tarde,29 dic 21:18 CET  11 min temprano,38m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 20:25 CET  Aterrizado",FR2067 RYR142G  Ryanair FR/RYR,Madrid (MAD / LEMD),29 dic 20:25 CET  29 dic 19:25 UTC,29 dic 21:18 CET  53 min tarde,29 dic 22:04 CET  19 min tarde,45m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 07:30 CET  Aterrizado",VY3501 VLG3501  Vueling VY/VLG,Barcelona (BCN / LEBL),29 dic 07:30 CET  29 dic 06:30 UTC,29 dic 07:44 CET  14 min tarde,29 dic 08:25 CET  a tiempo,41m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 07:35 CET  Aterrizado",IB2511 ANE24TA  Iberia IB/IBE,Palma de Mallorca (PMI / LEPA),29 dic 07:35 CET  29 dic 06:35 UTC,29 dic 08:46 CET  1 h 11 min tarde,29 dic 09:34 CET  1 h 9 min tarde,47m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 08:25 CET  Aterrizado",IB2513 ANE70JF  Iberia IB/IBE,Palma de Mallorca (PMI / LEPA),29 dic 08:25 CET  29 dic 07:25 UTC,29 dic 09:10 CET  45 min tarde,29 dic 15:03 CET  5 h 48 min tarde,5h 53m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 08:35 CET  Aterrizado",VY3502 VLG8KZ  Vueling VY/VLG,Barcelona (BCN / LEBL),29 dic 08:35 CET  29 dic 07:35 UTC,29 dic 09:33 CET  58 min tarde,29 dic 10:11 CET  41 min tarde,37m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 08:50 CET  Aterrizado",FR393 RYR99DT  Ryanair FR/RYR,Madrid (MAD / LEMD),29 dic 08:50 CET  29 dic 07:50 UTC,29 dic 09:54 CET  1 h 4 min tarde,29 dic 10:40 CET  30 min tarde,46m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 09:05 CET  Aterrizado",IB1692 IBS1692  Iberia IB/IBE,Madrid (MAD / LEMD),29 dic 09:05 CET  29 dic 08:05 UTC,29 dic 09:34 CET  29 min tarde,29 dic 10:30 CET  10 min tarde,56m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 09:15 CET  Aterrizado",FR3029 RYR4NW  Ryanair FR/RYR,Barcelona (BCN / LEBL),29 dic 09:15 CET  29 dic 08:15 UTC,29 dic 09:40 CET  25 min tarde,29 dic 10:23 CET  3 min tarde,42m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 09:40 CET  Aterrizado",IB2517 ANE20WZ  Iberia IB/IBE,Palma de Mallorca (PMI / LEPA),29 dic 09:40 CET  29 dic 08:40 UTC,29 dic 09:40 CET  a tiempo,29 dic 10:13 CET  16 min temprano,33m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 09:45 CET  Aterrizado",FR8147 RYR8147  Ryanair FR/RYR,Malaga (AGP / LEMG),29 dic 09:45 CET  29 dic 08:45 UTC,29 dic 10:04 CET  19 min tarde,29 dic 11:09 CET  4 min tarde,1h 4m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 10:45 CET  Aterrizado",HV5676 TRA78T  Transavia HV/TRA,Amsterdam (AMS / EHAM),29 dic 10:45 CET  29 dic 09:45 UTC,29 dic 12:09 CET  1 h 24 min tarde,29 dic 14:11 CET  46 min tarde,2h 2m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 11:55 CET  Aterrizado",VY3513 VLG8QN  Vueling VY/VLG,Barcelona (BCN / LEBL),29 dic 11:55 CET  29 dic 10:55 UTC,29 dic 12:48 CET  53 min tarde,29 dic 13:29 CET  39 min tarde,40m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 12:50 CET  Aterrizado",IB2451 ANE15AA  Iberia IB/IBE,Alicante (ALC / LEAL),29 dic 12:50 CET  29 dic 11:50 UTC,29 dic 12:54 CET  4 min tarde,29 dic 13:40 CET  14 min temprano,45m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 13:20 CET  Aterrizado",BA8462 British Airways BA/BAW,London (LCY / EGLC),29 dic 13:20 CET  29 dic 12:20 UTC,29 dic 13:28 CET  8 min tarde,29 dic 14:55 GMT  planificado,2h 35m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 13:30 CET  Aterrizado",IB1696 IBS16RE  Iberia IB/IBE,Madrid (MAD / LEMD),29 dic 13:30 CET  29 dic 12:30 UTC,29 dic 13:41 CET  11 min tarde,29 dic 14:32 CET  12 min temprano,51m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 13:55 CET  Aterrizado",VY3505 VLG2QU  Vueling VY/VLG,Barcelona (BCN / LEBL),29 dic 13:55 CET  29 dic 12:55 UTC,29 dic 14:08 CET  13 min tarde,29 dic 14:41 CET  8 min temprano,33m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 13:55 CET  Aterrizado",IB2531 ANE2531  Iberia IB/IBE,Palma de Mallorca (PMI / LEPA),29 dic 13:55 CET  29 dic 12:55 UTC,29 dic 12:45 CET  1 h 9 min temprano,29 dic 14:34 CET  10 min temprano,1h 48m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 14:15 CET  Aterrizado",FR3130 RYR313Y  Ryanair FR/RYR,Barcelona (BCN / LEBL),29 dic 14:15 CET  29 dic 13:15 UTC,29 dic 14:27 CET  12 min tarde,29 dic 15:07 CET  12 min temprano,39m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 15:00 CET  Aterrizado",UX6024 AEA42VP  Air Europa UX/AEA,Madrid (MAD / LEMD),29 dic 15:00 CET  29 dic 14:00 UTC,29 dic 15:29 CET  29 min tarde,29 dic 16:13 CET  1 min temprano,44m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 15:25 CET  Aterrizado",VY3507 VLG5QH  Vueling VY/VLG,Barcelona (BCN / LEBL),29 dic 15:25 CET  29 dic 14:25 UTC,29 dic 16:24 CET  59 min tarde,29 dic 16:58 CET  38 min tarde,34m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 15:50 CET  Aterrizado",IB2519 ANE50UC  Iberia IB/IBE,Palma de Mallorca (PMI / LEPA),29 dic 15:50 CET  29 dic 14:50 UTC,29 dic 15:55 CET  5 min tarde,29 dic 20:26 CET  3 h 46 min tarde,4h 30m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 16:30 CET  Aterrizado",VY3515 VLG5VE  Vueling VY/VLG,Barcelona (BCN / LEBL),29 dic 16:30 CET  29 dic 15:30 UTC,29 dic 16:44 CET  14 min tarde,29 dic 17:23 CET  1 min temprano,39m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 17:00 CET  Aterrizado",EW9501 EWG27TW  Eurowings EW/EWG,Dusseldorf (DUS / EDDL),29 dic 17:00 CET  29 dic 16:00 UTC,29 dic 17:14 CET  14 min tarde,29 dic 19:21 CET  8 min temprano,2h 6m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 17:15 CET  Aterrizado",VY3509 VLG28U  Vueling VY/VLG,Barcelona (BCN / LEBL),29 dic 17:15 CET  29 dic 16:15 UTC,29 dic 17:43 CET  28 min tarde,29 dic 18:23 CET  13 min tarde,39m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 17:15 CET  Aterrizado",FR616 RYR27GM  Ryanair FR/RYR,Valencia (VLC / LEVC),29 dic 17:15 CET  29 dic 16:15 UTC,29 dic 16:00 CET  1 h 14 min temprano,29 dic 17:39 CET  20 min temprano,1h 39m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 18:05 CET  Aterrizado",IB2521 ANE44PH  Iberia IB/IBE,Palma de Mallorca (PMI / LEPA),29 dic 18:05 CET  29 dic 17:05 UTC,29 dic 18:04 CET  a tiempo,29 dic 18:35 CET  19 min temprano,30m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 19:25 CET  Aterrizado",WT104 SWT104  Swiftair WT/SWT,Palma de Mallorca (PMI / LEPA),29 dic 19:25 CET  29 dic 18:25 UTC,29 dic 20:23 CET  58 min tarde,29 dic 23:38 CET  3 h 33 min tarde,3h 15m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 19:40 CET  Aterrizado",IB2525 ANE12DM  Iberia IB/IBE,Palma de Mallorca (PMI / LEPA),29 dic 19:40 CET  29 dic 18:40 UTC,29 dic 19:37 CET  2 min temprano,29 dic 20:13 CET  16 min temprano,35m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 20:10 CET  Aterrizado",VY3511 VLG3JZ  Vueling VY/VLG,Barcelona (BCN / LEBL),29 dic 20:10 CET  29 dic 19:10 UTC,29 dic 20:14 CET  4 min tarde,29 dic 20:55 CET  9 min temprano,41m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 20:25 CET  Aterrizado",FR3175 RYR3175  Ryanair FR/RYR,Barcelona (BCN / LEBL),29 dic 20:25 CET  29 dic 19:25 UTC,29 dic 20:40 CET  15 min tarde,29 dic 21:18 CET  11 min temprano,38m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 20:25 CET  Aterrizado",FR2067 RYR142G  Ryanair FR/RYR,Madrid (MAD / LEMD),29 dic 20:25 CET  29 dic 19:25 UTC,29 dic 21:18 CET  53 min tarde,29 dic 22:04 CET  19 min tarde,45m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 08:25 CET  Aterrizado",IB2513 ANE70JF  Iberia IB/IBE,Palma de Mallorca (PMI / LEPA),29 dic 08:25 CET  29 dic 07:25 UTC,29 dic 09:10 CET  45 min tarde,29 dic 15:03 CET  5 h 48 min tarde,5h 53m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 08:35 CET  Aterrizado",VY3502 VLG8KZ  Vueling VY/VLG,Barcelona (BCN / LEBL),29 dic 08:35 CET  29 dic 07:35 UTC,29 dic 09:33 CET  58 min tarde,29 dic 10:11 CET  41 min tarde,37m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 08:50 CET  Aterrizado",FR393 RYR99DT  Ryanair FR/RYR,Madrid (MAD / LEMD),29 dic 08:50 CET  29 dic 07:50 UTC,29 dic 09:54 CET  1 h 4 min tarde,29 dic 10:40 CET  30 min tarde,46m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 09:05 CET  Aterrizado",IB1692 IBS1692  Iberia IB/IBE,Madrid (MAD / LEMD),29 dic 09:05 CET  29 dic 08:05 UTC,29 dic 09:34 CET  29 min tarde,29 dic 10:30 CET  10 min tarde,56m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 09:15 CET  Aterrizado",FR3029 RYR4NW  Ryanair FR/RYR,Barcelona (BCN / LEBL),29 dic 09:15 CET  29 dic 08:15 UTC,29 dic 09:40 CET  25 min tarde,29 dic 10:23 CET  3 min tarde,42m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 09:40 CET  Aterrizado",IB2517 ANE20WZ  Iberia IB/IBE,Palma de Mallorca (PMI / LEPA),29 dic 09:40 CET  29 dic 08:40 UTC,29 dic 09:40 CET  a tiempo,29 dic 10:13 CET  16 min temprano,33m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 09:45 CET  Aterrizado",FR8147 RYR8147  Ryanair FR/RYR,Malaga (AGP / LEMG),29 dic 09:45 CET  29 dic 08:45 UTC,29 dic 10:04 CET  19 min tarde,29 dic 11:09 CET  4 min tarde,1h 4m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 10:45 CET  Aterrizado",HV5676 TRA78T  Transavia HV/TRA,Amsterdam (AMS / EHAM),29 dic 10:45 CET  29 dic 09:45 UTC,29 dic 12:09 CET  1 h 24 min tarde,29 dic 14:11 CET  46 min tarde,2h 2m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 11:55 CET  Aterrizado",VY3513 VLG8QN  Vueling VY/VLG,Barcelona (BCN / LEBL),29 dic 11:55 CET  29 dic 10:55 UTC,29 dic 12:48 CET  53 min tarde,29 dic 13:29 CET  39 min tarde,40m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 12:50 CET  Aterrizado",IB2451 ANE15AA  Iberia IB/IBE,Alicante (ALC / LEAL),29 dic 12:50 CET  29 dic 11:50 UTC,29 dic 12:54 CET  4 min tarde,29 dic 13:40 CET  14 min temprano,45m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 13:20 CET  Aterrizado",BA8462 British Airways BA/BAW,London (LCY / EGLC),29 dic 13:20 CET  29 dic 12:20 UTC,29 dic 13:28 CET  8 min tarde,29 dic 14:55 GMT  planificado,2h 35m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 13:30 CET  Aterrizado",IB1696 IBS16RE  Iberia IB/IBE,Madrid (MAD / LEMD),29 dic 13:30 CET  29 dic 12:30 UTC,29 dic 13:41 CET  11 min tarde,29 dic 14:32 CET  12 min temprano,51m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 13:55 CET  Aterrizado",VY3505 VLG2QU  Vueling VY/VLG,Barcelona (BCN / LEBL),29 dic 13:55 CET  29 dic 12:55 UTC,29 dic 14:08 CET  13 min tarde,29 dic 14:41 CET  8 min temprano,33m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 13:55 CET  Aterrizado",IB2531 ANE2531  Iberia IB/IBE,Palma de Mallorca (PMI / LEPA),29 dic 13:55 CET  29 dic 12:55 UTC,29 dic 12:45 CET  1 h 9 min temprano,29 dic 14:34 CET  10 min temprano,1h 48m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 14:15 CET  Aterrizado",FR3130 RYR313Y  Ryanair FR/RYR,Barcelona (BCN / LEBL),29 dic 14:15 CET  29 dic 13:15 UTC,29 dic 14:27 CET  12 min tarde,29 dic 15:07 CET  12 min temprano,39m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 15:00 CET  Aterrizado",UX6024 AEA42VP  Air Europa UX/AEA,Madrid (MAD / LEMD),29 dic 15:00 CET  29 dic 14:00 UTC,29 dic 15:29 CET  29 min tarde,29 dic 16:13 CET  1 min temprano,44m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 15:25 CET  Aterrizado",VY3507 VLG5QH  Vueling VY/VLG,Barcelona (BCN / LEBL),29 dic 15:25 CET  29 dic 14:25 UTC,29 dic 16:24 CET  59 min tarde,29 dic 16:58 CET  38 min tarde,34m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 15:50 CET  Aterrizado",IB2519 ANE50UC  Iberia IB/IBE,Palma de Mallorca (PMI / LEPA),29 dic 15:50 CET  29 dic 14:50 UTC,29 dic 15:55 CET  5 min tarde,29 dic 20:26 CET  3 h 46 min tarde,4h 30m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 16:30 CET  Aterrizado",VY3515 VLG5VE  Vueling VY/VLG,Barcelona (BCN / LEBL),29 dic 16:30 CET  29 dic 15:30 UTC,29 dic 16:44 CET  14 min tarde,29 dic 17:23 CET  1 min temprano,39m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 17:00 CET  Aterrizado",EW9501 EWG27TW  Eurowings EW/EWG,Dusseldorf (DUS / EDDL),29 dic 17:00 CET  29 dic 16:00 UTC,29 dic 17:14 CET  14 min tarde,29 dic 19:21 CET  8 min temprano,2h 6m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 17:15 CET  Aterrizado",VY3509 VLG28U  Vueling VY/VLG,Barcelona (BCN / LEBL),29 dic 17:15 CET  29 dic 16:15 UTC,29 dic 17:43 CET  28 min tarde,29 dic 18:23 CET  13 min tarde,39m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 17:15 CET  Aterrizado",FR616 RYR27GM  Ryanair FR/RYR,Valencia (VLC / LEVC),29 dic 17:15 CET  29 dic 16:15 UTC,29 dic 16:00 CET  1 h 14 min temprano,29 dic 17:39 CET  20 min temprano,1h 39m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 18:05 CET  Aterrizado",IB2521 ANE44PH  Iberia IB/IBE,Palma de Mallorca (PMI / LEPA),29 dic 18:05 CET  29 dic 17:05 UTC,29 dic 18:04 CET  a tiempo,29 dic 18:35 CET  19 min temprano,30m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 19:25 CET  Aterrizado",WT104 SWT104  Swiftair WT/SWT,Palma de Mallorca (PMI / LEPA),29 dic 19:25 CET  29 dic 18:25 UTC,29 dic 20:23 CET  58 min tarde,29 dic 23:38 CET  3 h 33 min tarde,3h 15m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 19:40 CET  Aterrizado",IB2525 ANE12DM  Iberia IB/IBE,Palma de Mallorca (PMI / LEPA),29 dic 19:40 CET  29 dic 18:40 UTC,29 dic 19:37 CET  2 min temprano,29 dic 20:13 CET  16 min temprano,35m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 20:10 CET  Aterrizado",VY3511 VLG3JZ  Vueling VY/VLG,Barcelona (BCN / LEBL),29 dic 20:10 CET  29 dic 19:10 UTC,29 dic 20:14 CET  4 min tarde,29 dic 20:55 CET  9 min temprano,41m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 20:25 CET  Aterrizado",FR3175 RYR3175  Ryanair FR/RYR,Barcelona (BCN / LEBL),29 dic 20:25 CET  29 dic 19:25 UTC,29 dic 20:40 CET  15 min tarde,29 dic 21:18 CET  11 min temprano,38m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 20:25 CET  Aterrizado",FR2067 RYR142G  Ryanair FR/RYR,Madrid (MAD / LEMD),29 dic 20:25 CET  29 dic 19:25 UTC,29 dic 21:18 CET  53 min tarde,29 dic 22:04 CET  19 min tarde,45m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 20:55 CET  Aterrizado",FR5231 RYR5UK  Ryanair FR/RYR,Seville (SVQ / LEZL),29 dic 20:55 CET  29 dic 19:55 UTC,29 dic 21:14 CET  19 min tarde,29 dic 22:19 CET  a tiempo,1h 4m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 21:10 CET  Aterrizado",IB2537 ANE2537  Iberia IB/IBE,Palma de Mallorca (PMI / LEPA),29 dic 21:10 CET  29 dic 20:10 UTC,29 dic 20:59 CET  10 min temprano,29 dic 21:30 CET  29 min temprano,30m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 10:45 CET  Aterrizado",HV5676 TRA78T  Transavia HV/TRA,Amsterdam (AMS / EHAM),29 dic 10:45 CET  29 dic 09:45 UTC,29 dic 12:09 CET  1 h 24 min tarde,29 dic 14:11 CET  46 min tarde,2h 2m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 11:55 CET  Aterrizado",VY3513 VLG8QN  Vueling VY/VLG,Barcelona (BCN / LEBL),29 dic 11:55 CET  29 dic 10:55 UTC,29 dic 12:48 CET  53 min tarde,29 dic 13:29 CET  39 min tarde,40m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 12:50 CET  Aterrizado",IB2451 ANE15AA  Iberia IB/IBE,Alicante (ALC / LEAL),29 dic 12:50 CET  29 dic 11:50 UTC,29 dic 12:54 CET  4 min tarde,29 dic 13:40 CET  14 min temprano,45m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 13:20 CET  Aterrizado",BA8462 British Airways BA/BAW,London (LCY / EGLC),29 dic 13:20 CET  29 dic 12:20 UTC,29 dic 13:28 CET  8 min tarde,29 dic 14:55 GMT  planificado,2h 35m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 13:30 CET  Aterrizado",IB1696 IBS16RE  Iberia IB/IBE,Madrid (MAD / LEMD),29 dic 13:30 CET  29 dic 12:30 UTC,29 dic 13:41 CET  11 min tarde,29 dic 14:32 CET  12 min temprano,51m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 13:55 CET  Aterrizado",VY3505 VLG2QU  Vueling VY/VLG,Barcelona (BCN / LEBL),29 dic 13:55 CET  29 dic 12:55 UTC,29 dic 14:08 CET  13 min tarde,29 dic 14:41 CET  8 min temprano,33m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 13:55 CET  Aterrizado",IB2531 ANE2531  Iberia IB/IBE,Palma de Mallorca (PMI / LEPA),29 dic 13:55 CET  29 dic 12:55 UTC,29 dic 12:45 CET  1 h 9 min temprano,29 dic 14:34 CET  10 min temprano,1h 48m,Ibiza,LEIB
"lun, 29. dic 2025  29 dic 14:15 CET  Aterrizado",FR3130 RYR313Y  Ryanair FR/RYR,Barcelona (BCN / LEBL),29 dic 14:15 CET  29 dic 13:15 UTC,29 dic 14:27 CET  12 min tarde,29 dic 15:07 CET  12 min temprano,39m,Ibiza,LEIB
