FECHA / ESTADO,Vuelo,A,SALIDA PROGRAMADA,PARTIDA,LLEGADO,DURACIÓN,Origen,ICAO
"dom, 28. dic 2025  28 dic 10:15 CET  Aterrizado",FR2291 RYR6867  Ryanair FR/RYR,Bristol (BRS / EGGD),28 dic 10:15 CET  28 dic 09:15 UTC,28 dic 10:28 CET  13 min tarde,28 dic 11:32 GMT  22 min temprano,2h 4m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 10:15 CET  Aterrizado",FR2587 RYR81SH  Ryanair FR/RYR,London (STN / EGSS),28 dic 10:15 CET  28 dic 09:15 UTC,28 dic 10:49 CET  34 min tarde,28 dic 12:19 GMT  24 min tarde,2h 30m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 10:15 CET  Aterrizado",TB1102 JAF36A  TUI Airlines Belgium TB/JAF,Antwerp (ANR / EBAW),28 dic 10:15 CET  28 dic 09:15 UTC,28 dic 10:47 CET  32 min tarde,28 dic 13:03 CET  1 min temprano,2h 16m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 10:20 CET  Aterrizado",HV6624 TRA6A  Transavia HV/TRA,Eindhoven (EIN / EHEH),28 dic 10:20 CET  28 dic 09:20 UTC,28 dic 10:58 CET  38 min tarde,28 dic 13:07 CET  7 min tarde,2h 8m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 10:25 CET  Aterrizado",FR4817 RYR330D  Ryanair FR/RYR,East Midlands (EMA / EGNX),28 dic 10:25 CET  28 dic 09:25 UTC,28 dic 11:14 CET  49 min tarde,28 dic 12:23 GMT  13 min tarde,2h 9m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 10:25 CET  Aterrizado",LS1412 EXS75EV  Jet2 LS/EXS,London (STN / EGSS),28 dic 10:25 CET  28 dic 09:25 UTC,28 dic 11:23 CET  58 min tarde,28 dic 12:46 GMT  41 min tarde,2h 23m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 10:05 CET  Aterrizado",VY3118 VLG9RC  Vueling VY/VLG,Tenerife (TFN / GCXO),28 dic 10:05 CET  28 dic 09:05 UTC,28 dic 10:25 CET  20 min tarde,28 dic 12:03 WET  6 min temprano,2h 38m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 10:15 CET  Aterrizado",FR2291 RYR6867  Ryanair FR/RYR,Bristol (BRS / EGGD),28 dic 10:15 CET  28 dic 09:15 UTC,28 dic 10:28 CET  13 min tarde,28 dic 11:32 GMT  22 min temprano,2h 4m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 10:15 CET  Aterrizado",TB1102 JAF36A  TUI Airlines Belgium TB/JAF,Antwerp (ANR / EBAW),28 dic 10:15 CET  28 dic 09:15 UTC,28 dic 10:47 CET  32 min tarde,28 dic 13:03 CET  1 min temprano,2h 16m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 10:15 CET  Aterrizado",FR2587 RYR81SH  Ryanair FR/RYR,London (STN / EGSS),28 dic 10:15 CET  28 dic 09:15 UTC,28 dic 10:49 CET  34 min tarde,28 dic 12:19 GMT  24 min tarde,2h 30m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 10:20 CET  Aterrizado",HV6624 TRA6A  Transavia HV/TRA,Eindhoven (EIN / EHEH),28 dic 10:20 CET  28 dic 09:20 UTC,28 dic 10:58 CET  38 min tarde,28 dic 13:07 CET  7 min tarde,2h 8m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 10:25 CET  Aterrizado",LS1412 EXS75EV  Jet2 LS/EXS,London (STN / EGSS),28 dic 10:25 CET  28 dic 09:25 UTC,28 dic 11:23 CET  58 min tarde,28 dic 12:46 GMT  41 min tarde,2h 23m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 10:25 CET  Aterrizado",W61488 WZZ5778  Wizz Air W6/WZZ,Warsaw (WAW / EPWA),28 dic 10:25 CET  28 dic 09:25 UTC,28 dic 10:51 CET  26 min tarde,28 dic 14:26 CET  16 min tarde,3h 35m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 10:25 CET  Aterrizado",FR4817 RYR330D  Ryanair FR/RYR,East Midlands (EMA / EGNX),28 dic 10:25 CET  28 dic 09:25 UTC,28 dic 11:14 CET  49 min tarde,28 dic 12:23 GMT  13 min tarde,2h 9m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 10:30 CET  Aterrizado",D82909 NSZ2909  Norwegian Air International D8/IBK,Helsinki (HEL / EFHK),28 dic 10:30 CET  28 dic 09:30 UTC,28 dic 10:36 CET  6 min tarde,28 dic 15:57 EET  7 min tarde,4h 20m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 10:30 CET  Aterrizado",EW9531 EWG5JM  Eurowings EW/EWG,Dusseldorf (DUS / EDDL),28 dic 10:30 CET  28 dic 09:30 UTC,28 dic 11:19 CET  49 min tarde,28 dic 13:28 CET  18 min tarde,2h 9m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 10:30 CET  Aterrizado",FR56 RYR38YD  Ryanair FR/RYR,Liverpool (LPL / EGGP),28 dic 10:30 CET  28 dic 09:30 UTC,28 dic 10:54 CET  24 min tarde,28 dic 12:07 GMT  12 min temprano,2h 13m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 10:40 CET  Aterrizado",VY1305 VLG8GY  Vueling VY/VLG,Barcelona (BCN / LEBL),28 dic 10:40 CET  28 dic 09:40 UTC,28 dic 11:07 CET  27 min tarde,28 dic 11:50 CET  4 min temprano,43m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 10:40 CET  Aterrizado",U23358 EZY42VM  easyJet U2/EZY,Liverpool (LPL / EGGP),28 dic 10:40 CET  28 dic 09:40 UTC,28 dic 11:30 CET  50 min tarde,28 dic 12:45 GMT  10 min tarde,2h 15m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 10:50 CET  Aterrizado",LS642 EXS4WR  Jet2 LS/EXS,East Midlands (EMA / EGNX),28 dic 10:50 CET  28 dic 09:50 UTC,28 dic 11:35 CET  45 min tarde,28 dic 12:44 GMT  4 min tarde,2h 9m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 10:50 CET  Aterrizado",SK1854 SAS37Y  SAS Scandinavian Airlines SK/SAS,Stockholm (ARN / ESSA),28 dic 10:50 CET  28 dic 09:50 UTC,28 dic 11:21 CET  31 min tarde,28 dic 15:01 CET  6 min tarde,3h 39m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 11:00 CET  Aterrizado",DY1791 NOZ91H  Norwegian Air Shuttle DY/NAX,Oslo (OSL / ENGM),28 dic 11:00 CET  28 dic 10:00 UTC,28 dic 11:32 CET  32 min tarde,28 dic 15:11 CET  21 min tarde,3h 39m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 11:00 CET  Aterrizado",VY1377 VLG1377  Vueling VY/VLG,Amsterdam (AMS / EHAM),28 dic 11:00 CET  28 dic 10:00 UTC,28 dic 11:17 CET  17 min tarde,28 dic 13:30 CET  29 min temprano,2h 12m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 11:00 CET  Aterrizado",D85350 NSZ3LZ  Norwegian Air International D8/IBK,Stockholm (ARN / ESSA),28 dic 11:00 CET  28 dic 10:00 UTC,28 dic 11:43 CET  43 min tarde,28 dic 15:23 CET  18 min tarde,3h 39m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 11:00 CET  Aterrizado",FR4006 RYR80TE  Ryanair FR/RYR,Manchester (MAN / EGCC),28 dic 11:00 CET  28 dic 10:00 UTC,28 dic 11:36 CET  36 min tarde,28 dic 12:53 GMT  1 min temprano,2h 16m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 11:05 CET  Aterrizado",U22314 EZY21NM  easyJet U2/EZY,London (LTN / EGGW),28 dic 11:05 CET  28 dic 10:05 UTC,28 dic 11:48 CET  43 min tarde,28 dic 12:56 GMT  6 min tarde,2h 8m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 11:10 CET  Aterrizado",TO4701 TVF85NQ  Transavia France TO/TVF,Paris (ORY / LFPO),28 dic 11:10 CET  28 dic 10:10 UTC,28 dic 11:33 CET  23 min tarde,28 dic 13:14 CET  15 min temprano,1h 41m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 11:15 CET  Aterrizado",LS776 EXS6J  Jet2 LS/EXS,Edinburgh (EDI / EGPH),28 dic 11:15 CET  28 dic 10:15 UTC,28 dic 11:50 CET  35 min tarde,28 dic 13:29 GMT  5 min temprano,2h 39m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 11:15 CET  Aterrizado",FR4689 RYR51DF  Ryanair FR/RYR,Stockholm (ARN / ESSA),28 dic 11:15 CET  28 dic 10:15 UTC,28 dic 11:57 CET  42 min tarde,28 dic 15:37 CET  12 min tarde,3h 40m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 11:20 CET  Aterrizado",LS178 EXS41P  Jet2 LS/EXS,Glasgow (GLA / EGPF),28 dic 11:20 CET  28 dic 10:20 UTC,28 dic 11:26 CET  6 min tarde,28 dic 13:26 GMT  13 min temprano,3h,Alicante,LEAL
"dom, 28. dic 2025  28 dic 11:25 CET  Aterrizado",LS584 EXS38Q  Jet2 LS/EXS,Newcastle (NCL / EGNT),28 dic 11:25 CET  28 dic 10:25 UTC,28 dic 11:45 CET  20 min tarde,28 dic 13:34 GMT  5 min temprano,2h 49m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 11:25 CET  Aterrizado",U22014 EZY78PL  easyJet U2/EZY,Manchester (MAN / EGCC),28 dic 11:25 CET  28 dic 10:25 UTC,28 dic 12:05 CET  40 min tarde,28 dic 13:19 GMT  a tiempo,2h 14m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 11:30 CET  Aterrizado",LS1216 EXS46RA  Jet2 LS/EXS,Birmingham (BHX / EGBB),28 dic 11:30 CET  28 dic 10:30 UTC,28 dic 12:02 CET  32 min tarde,28 dic 13:14 GMT  5 min temprano,2h 11m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 11:35 CET  Aterrizado",U28108 EZY98PX  easyJet U2/EZY,London (LGW / EGKK),28 dic 11:35 CET  28 dic 10:35 UTC,28 dic 12:10 CET  35 min tarde,28 dic 13:17 GMT  2 min tarde,2h 7m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 11:35 CET  Aterrizado",SK4676 SAS11M  SAS Scandinavian Airlines SK/SAS,Oslo (OSL / ENGM),28 dic 11:35 CET  28 dic 10:35 UTC,28 dic 12:08 CET  33 min tarde,28 dic 15:28 CET  3 min tarde,3h 20m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 11:35 CET  Aterrizado",FR4012 RYR6948  Ryanair FR/RYR,Gothenburg (GOT / ESGG),28 dic 11:35 CET  28 dic 10:35 UTC,28 dic 13:09 CET  1 h 34 min tarde,28 dic 16:41 CET  1 h 31 min tarde,3h 32m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 12:00 CET  Aterrizado",FR5578 RYR74RD  Ryanair FR/RYR,Edinburgh (EDI / EGPH),28 dic 12:00 CET  28 dic 11:00 UTC,28 dic 12:39 CET  39 min tarde,28 dic 14:12 GMT  2 min temprano,2h 32m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 12:00 CET  Aterrizado",U23108 EZY39VG  easyJet U2/EZY,Glasgow (GLA / EGPF),28 dic 12:00 CET  28 dic 11:00 UTC,28 dic 12:35 CET  35 min tarde,28 dic 14:08 GMT  11 min temprano,2h 32m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 12:05 CET  Aterrizado",U22722 EZY96ZH  easyJet U2/EZY,Bristol (BRS / EGGD),28 dic 12:05 CET  28 dic 11:05 UTC,28 dic 12:52 CET  47 min tarde,28 dic 13:54 GMT  9 min tarde,2h 2m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 12:10 CET  Aterrizado",FR2660 RYR9MH  Ryanair FR/RYR,Leeds (LBA / EGNM),28 dic 12:10 CET  28 dic 11:10 UTC,28 dic 12:41 CET  31 min tarde,28 dic 13:58 GMT  1 min temprano,2h 16m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 12:10 CET  Aterrizado",FR4079 RYR97SB  Ryanair FR/RYR,Newcastle (NCL / EGNT),28 dic 12:10 CET  28 dic 11:10 UTC,28 dic 12:25 CET  15 min tarde,28 dic 13:51 GMT  18 min temprano,2h 26m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 12:20 CET  Aterrizado",FR7339 RYR7339  Ryanair FR/RYR,Tetuan (TTU / GMTN),28 dic 12:20 CET  28 dic 11:20 UTC,28 dic 12:38 CET  18 min tarde,28 dic 13:39 UTC+01  4 min tarde,1h,Alicante,LEAL
"dom, 28. dic 2025  28 dic 12:30 CET  Aterrizado",UX4042 AEA27DR  Air Europa UX/AEA,Madrid (MAD / LEMD),28 dic 12:30 CET  28 dic 11:30 UTC,28 dic 12:42 CET  12 min tarde,28 dic 13:19 CET  20 min temprano,36m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 12:45 CET  Aterrizado",FR4156 RYR54RF  Ryanair FR/RYR,Cork (ORK / EICK),28 dic 12:45 CET  28 dic 11:45 UTC,28 dic 13:04 CET  19 min tarde,28 dic 14:11 GMT  23 min temprano,2h 7m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 12:50 CET  Aterrizado",U23006 EZY52BX  easyJet U2/EZY,Belfast (BFS / EGAA),28 dic 12:50 CET  28 dic 11:50 UTC,28 dic 13:09 CET  19 min tarde,28 dic 14:37 GMT  22 min temprano,2h 27m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 12:55 CET  Aterrizado",VY2671 VLG2671  Vueling VY/VLG,Santiago (SCQ / LEST),28 dic 12:55 CET  28 dic 11:55 UTC,28 dic 13:16 CET  21 min tarde,28 dic 14:33 CET  1 min temprano,1h 16m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 13:10 CET  Aterrizado",FR7877 RYR4QG  Ryanair FR/RYR,Salzburg (SZG / LOWS),28 dic 13:10 CET  28 dic 12:10 UTC,28 dic 13:12 CET  2 min tarde,28 dic 15:34 CET  10 min temprano,2h 22m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 13:15 CET  Aterrizado",V73535 VOE3ZB  Volotea Airlines V7/VOE,Bilbao (BIO / LEBB),28 dic 13:15 CET  28 dic 12:15 UTC,28 dic 13:34 CET  19 min tarde,28 dic 14:36 CET  8 min temprano,1h 1m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 13:20 CET  Aterrizado",FR996 RYR70WK  Ryanair FR/RYR,Birmingham (BHX / EGBB),28 dic 13:20 CET  28 dic 12:20 UTC,28 dic 13:50 CET  30 min tarde,28 dic 15:00 GMT  4 min temprano,2h 10m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 13:20 CET  Aterrizado",FR7063 RYR464Q  Ryanair FR/RYR,Dublin (DUB / EIDW),28 dic 13:20 CET  28 dic 12:20 UTC,28 dic 13:38 CET  18 min tarde,28 dic 14:59 GMT  15 min temprano,2h 20m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 13:35 CET  Aterrizado",HV6150 TRA61Z  Transavia HV/TRA,Amsterdam (AMS / EHAM),28 dic 13:35 CET  28 dic 12:35 UTC,28 dic 14:15 CET  40 min tarde,28 dic 16:27 CET  2 min tarde,2h 12m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 13:35 CET  Aterrizado",VY1379 VLG57HZ  Vueling VY/VLG,Amsterdam (AMS / EHAM),28 dic 13:35 CET  28 dic 12:35 UTC,28 dic 13:54 CET  19 min tarde,28 dic 16:14 CET  20 min temprano,2h 19m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 13:40 CET  Aterrizado",IB1012 ANE78RT  Iberia IB/IBE,Madrid (MAD / LEMD),28 dic 13:40 CET  28 dic 12:40 UTC,28 dic 13:56 CET  16 min tarde,28 dic 14:39 CET  15 min temprano,43m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 13:40 CET  Aterrizado",FR7566 RYR4XX  Ryanair FR/RYR,Ibiza (IBZ / LEIB),28 dic 13:40 CET  28 dic 12:40 UTC,28 dic 14:12 CET  32 min tarde,28 dic 14:35 CET  5 min tarde,22m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 13:50 CET  Aterrizado",FR218 RYR29KA  Ryanair FR/RYR,Milan (BGY / LIME),28 dic 13:50 CET  28 dic 12:50 UTC,28 dic 14:02 CET  12 min tarde,28 dic 15:44 CET  15 min temprano,1h 41m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 14:20 CET  Aterrizado",FR3486 RYR3486  Ryanair FR/RYR,Linz (LNZ / LOWL),28 dic 14:20 CET  28 dic 13:20 UTC,28 dic 14:30 CET  10 min tarde,28 dic 16:49 CET  10 min temprano,2h 19m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 14:25 CET  Aterrizado",IB2450 ANE45ZE  Iberia IB/IBE,Ibiza (IBZ / LEIB),28 dic 14:25 CET  28 dic 13:25 UTC,28 dic 14:32 CET  7 min tarde,28 dic 15:00 CET  19 min temprano,28m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 14:30 CET  Aterrizado",VY1315 VLG77BP  Vueling VY/VLG,Barcelona (BCN / LEBL),28 dic 14:30 CET  28 dic 13:30 UTC,28 dic 15:55 CET  1 h 25 min tarde,28 dic 16:38 CET  58 min tarde,43m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 14:40 CET  Aterrizado",FR1424 RYR86XC  Ryanair FR/RYR,Milan (MXP / LIMC),28 dic 14:40 CET  28 dic 13:40 UTC,28 dic 15:29 CET  49 min tarde,28 dic 17:08 CET  23 min tarde,1h 38m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 14:40 CET  Aterrizado",FR6107 RYR6107  Ryanair FR/RYR,Warsaw (WAW / EPWA),28 dic 14:40 CET  28 dic 13:40 UTC,28 dic 15:40 CET  1 h 0 min tarde,28 dic 18:50 CET  45 min tarde,3h 9m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 14:45 CET  Aterrizado",FR7526 RYR13ZD  Ryanair FR/RYR,Eindhoven (EIN / EHEH),28 dic 14:45 CET  28 dic 13:45 UTC,28 dic 16:20 CET  1 h 35 min tarde,28 dic 18:27 CET  1 h 2 min tarde,2h 6m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 14:55 CET  Aterrizado",D85324 NSZ5324  Norwegian Air International D8/IBK,Oslo (OSL / ENGM),28 dic 14:55 CET  28 dic 13:55 UTC,28 dic 15:28 CET  33 min tarde,28 dic 18:51 CET  6 min tarde,3h 23m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 15:00 CET  Aterrizado",W46198 WMT1690  Wizz Air Malta W4/WMT,Rome (FCO / LIRF),28 dic 15:00 CET  28 dic 14:00 UTC,28 dic 15:29 CET  29 min tarde,28 dic 17:32 CET  22 min tarde,2h 3m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 15:05 CET  Aterrizado",FR6988 RYR17JU  Ryanair FR/RYR,Vienna (VIE / LOWW),28 dic 15:05 CET  28 dic 14:05 UTC,28 dic 15:58 CET  53 min tarde,28 dic 18:25 CET  25 min tarde,2h 26m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 15:10 CET  Aterrizado",D85358 NSZ5358  Norwegian Air International D8/IBK,Gothenburg (GOT / ESGG),28 dic 15:10 CET  28 dic 14:10 UTC,28 dic 15:33 CET  23 min tarde,28 dic 18:43 CET  3 min tarde,3h 10m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 15:20 CET  Aterrizado",FR3949 RYR46KY  Ryanair FR/RYR,Bournemouth (BOH / EGHH),28 dic 15:20 CET  28 dic 14:20 UTC,28 dic 16:36 CET  1 h 16 min tarde,28 dic 17:42 GMT  57 min tarde,2h 6m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 14:20 CET  Aterrizado",FR3486 RYR3486  Ryanair FR/RYR,Linz (LNZ / LOWL),28 dic 14:20 CET  28 dic 13:20 UTC,28 dic 14:30 CET  10 min tarde,28 dic 16:49 CET  10 min temprano,2h 19m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 14:25 CET  Aterrizado",IB2450 ANE45ZE  Iberia IB/IBE,Ibiza (IBZ / LEIB),28 dic 14:25 CET  28 dic 13:25 UTC,28 dic 14:32 CET  7 min tarde,28 dic 15:00 CET  19 min temprano,28m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 14:30 CET  Aterrizado",VY1315 VLG77BP  Vueling VY/VLG,Barcelona (BCN / LEBL),28 dic 14:30 CET  28 dic 13:30 UTC,28 dic 15:55 CET  1 h 25 min tarde,28 dic 16:38 CET  58 min tarde,43m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 14:40 CET  Aterrizado",FR6107 RYR6107  Ryanair FR/RYR,Warsaw (WAW / EPWA),28 dic 14:40 CET  28 dic 13:40 UTC,28 dic 15:40 CET  1 h 0 min tarde,28 dic 18:50 CET  45 min tarde,3h 9m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 14:40 CET  Aterrizado",FR1424 RYR86XC  Ryanair FR/RYR,Milan (MXP / LIMC),28 dic 14:40 CET  28 dic 13:40 UTC,28 dic 15:29 CET  49 min tarde,28 dic 17:08 CET  23 min tarde,1h 38m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 14:45 CET  Aterrizado",FR7526 RYR13ZD  Ryanair FR/RYR,Eindhoven (EIN / EHEH),28 dic 14:45 CET  28 dic 13:45 UTC,28 dic 16:20 CET  1 h 35 min tarde,28 dic 18:27 CET  1 h 2 min tarde,2h 6m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 14:55 CET  Aterrizado",D85324 NSZ5324  Norwegian Air International D8/IBK,Oslo (OSL / ENGM),28 dic 14:55 CET  28 dic 13:55 UTC,28 dic 15:28 CET  33 min tarde,28 dic 18:51 CET  6 min tarde,3h 23m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 15:00 CET  Aterrizado",W46198 WMT1690  Wizz Air Malta W4/WMT,Rome (FCO / LIRF),28 dic 15:00 CET  28 dic 14:00 UTC,28 dic 15:29 CET  29 min tarde,28 dic 17:32 CET  22 min tarde,2h 3m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 15:05 CET  Aterrizado",FR6988 RYR17JU  Ryanair FR/RYR,Vienna (VIE / LOWW),28 dic 15:05 CET  28 dic 14:05 UTC,28 dic 15:58 CET  53 min tarde,28 dic 18:25 CET  25 min tarde,2h 26m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 15:10 CET  Aterrizado",D85358 NSZ5358  Norwegian Air International D8/IBK,Gothenburg (GOT / ESGG),28 dic 15:10 CET  28 dic 14:10 UTC,28 dic 15:33 CET  23 min tarde,28 dic 18:43 CET  3 min tarde,3h 10m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 15:20 CET  Aterrizado",FR3949 RYR46KY  Ryanair FR/RYR,Bournemouth (BOH / EGHH),28 dic 15:20 CET  28 dic 14:20 UTC,28 dic 16:36 CET  1 h 16 min tarde,28 dic 17:42 GMT  57 min tarde,2h 6m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 15:20 CET  Aterrizado",U28110 EZY18PK  easyJet U2/EZY,London (LGW / EGKK),28 dic 15:20 CET  28 dic 14:20 UTC,28 dic 14:41 CET  38 min temprano,28 dic 16:57 GMT  2 min temprano,3h 15m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 15:25 CET  Aterrizado",FR9069 RYR90PX  Ryanair FR/RYR,Oslo (TRF / ENTO),28 dic 15:25 CET  28 dic 14:25 UTC,28 dic 16:26 CET  1 h 1 min tarde,28 dic 19:40 CET  35 min tarde,3h 13m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 15:30 CET  Aterrizado",FR7429 RYR29YB  Ryanair FR/RYR,Vaxjo (VXO / ESMX),28 dic 15:30 CET  28 dic 14:30 UTC,28 dic 15:48 CET  18 min tarde,28 dic 19:01 CET  1 min tarde,3h 13m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 15:35 CET  Aterrizado",FR2521 RYR19CA  Ryanair FR/RYR,Glasgow (GLA / EGPF),28 dic 15:35 CET  28 dic 14:35 UTC,28 dic 15:56 CET  21 min tarde,28 dic 17:28 GMT  11 min temprano,2h 31m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 15:40 CET  Aterrizado",FR5959 RYR16YD  Ryanair FR/RYR,Karlsruhe/Baden-Baden (FKB / EDSB),28 dic 15:40 CET  28 dic 14:40 UTC,28 dic 16:12 CET  32 min tarde,28 dic 18:09 CET  4 min tarde,1h 57m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 15:45 CET  Aterrizado",FR6646 RYR82DJ  Ryanair FR/RYR,London (STN / EGSS),28 dic 15:45 CET  28 dic 14:45 UTC,28 dic 17:28 CET  1 h 43 min tarde,28 dic 18:48 GMT  1 h 23 min tarde,2h 20m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 16:05 CET  Aterrizado",FR8297 RYR8297  Ryanair FR/RYR,Bristol (BRS / EGGD),28 dic 16:05 CET  28 dic 15:05 UTC,28 dic 16:47 CET  42 min tarde,28 dic 17:46 GMT  1 min tarde,1h 59m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 16:15 CET  Aterrizado",FR8553 RYR8553  Ryanair FR/RYR,Lodz (LCJ / EPLL),28 dic 16:15 CET  28 dic 15:15 UTC,28 dic 17:41 CET  1 h 26 min tarde,28 dic 20:56 CET  1 h 21 min tarde,3h 15m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 16:25 CET  Aterrizado",HV6148 TRA6148  Transavia HV/TRA,Amsterdam (AMS / EHAM),28 dic 16:25 CET  28 dic 15:25 UTC,28 dic 17:37 CET  1 h 12 min tarde,28 dic 19:43 CET  28 min tarde,2h 6m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 16:30 CET  Aterrizado",FR2662 RYR84ND  Ryanair FR/RYR,Hahn (HHN / EDFH),28 dic 16:30 CET  28 dic 15:30 UTC,28 dic 16:39 CET  9 min tarde,28 dic 18:46 CET  23 min temprano,2h 6m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 16:30 CET  Aterrizado",FR5543 RYR57MM  Ryanair FR/RYR,Cardiff (CWL / EGFF),28 dic 16:30 CET  28 dic 15:30 UTC,28 dic 17:42 CET  1 h 12 min tarde,28 dic 18:42 GMT  42 min tarde,2h,Alicante,LEAL
"dom, 28. dic 2025  28 dic 16:35 CET  Aterrizado",FR2714 RYR69LE  Ryanair FR/RYR,London (LGW / EGKK),28 dic 16:35 CET  28 dic 15:35 UTC,28 dic 17:01 CET  26 min tarde,28 dic 17:59 GMT  10 min temprano,1h 58m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 16:45 CET  Aterrizado",TO4709 TVF44ZT  Transavia France TO/TVF,Paris (ORY / LFPO),28 dic 16:45 CET  28 dic 15:45 UTC,28 dic 17:26 CET  41 min tarde,28 dic 19:05 CET  a tiempo,1h 38m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 16:45 CET  Aterrizado",EW4229 EWG99DD  Eurowings EW/EWG,Prague (PRG / LKPR),28 dic 16:45 CET  28 dic 15:45 UTC,28 dic 17:15 CET  30 min tarde,28 dic 19:46 CET  6 min tarde,2h 31m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 16:55 CET  Aterrizado",KL1540 KLM1540  KLM Royal Dutch Airlines KL/KLM,Amsterdam (AMS / EHAM),28 dic 16:55 CET  28 dic 15:55 UTC,28 dic 17:21 CET  26 min tarde,28 dic 19:49 CET  a tiempo,2h 28m,Alicante,LEAL
